,index,ID,INV_x,OT,ORD,CLA,TIN,concepta_x,CODEX 1,CODEX 2,CODEX 3,CODEX 4,CODEX 5,CODEX 6,CODEX 7,CODEX 8,CODEX 9,REGESTUM_x,LITTERAE_x,CONCEPTUM_x,DECLINATIO,MASC./FEM.,SING./PL.,IDX,CNS,FORMULA,PRAENOMEN,NOMEN,COGNOMEN,SUPERNOMINA,DUDOSOS,OBS,Unnamed: 0,INV_y,CODEX,concepta_y,REGESTUM_y,LITTERAE_y,CONCEPTUM_y,locR,locI,locA,threshold10,threshold20,threshold30,threshold40,threshold50,threshold60,threshold70,threshold80,threshold90
357,357,0,1241,1,,NUL,VIR,3,i//i/\i,i//n?/\x?,i//n/\x,iii,in?x?,inx,,n?x?,nx,i,GRA,NUM?,,,,ΑΝ {51} && Αν,ΑΝ && Αν(---),,,,ΑΝ && Αν(---),,,"CIL, IV, 6525: eadem insciptiones habes 5960-5964. CIL, IV, 6526: easdem inscriptionem aliter dispositas habes 5963.",357,1241,IigNngXxg,3,i,GRA,NUM?,0,00,000,62,60,51,32,19,12,9,5,4
358,358,0,1241,1,,NUL,IGN,3,i//i/\i,i//n?/\x?,i//n/\x,iii,in?x?,inx,,n?x?,nx,i,GRA,N?,,,,Δεμο,Δημο(---),,,,Δεμο(---),,,"CIL, IV, 6525: eadem insciptiones habes 5960-5964. CIL, IV, 6526: ab altera parte. Easdem inscriptionem aliter dispositas habes 5963.",358,1241,IigNngXxg,3,i,GRA,N?,0,00,000,62,60,51,32,19,12,9,5,4
359,359,0,1241,1,,NUL,IGN,3,i//i/\i,i//n?/\x?,i//n/\x,iii,in?x?,inx,,n?x?,nx,i,GRA,I,,,,παιονοϲ,π[α]ιονοϲ,,,,π[α]ιονοϲ,,,"CIL, IV, 6525: eadem insciptiones habes 5960-5964. CIL, IV, 6526: easdem inscriptionem aliter dispositas habes 5963.",359,1241,IigNngXxg,3,i,GRA,I,0,00,000,62,60,51,32,19,12,9,5,4
360,360,0,1245,1,,NUL,IGN,2,i/i,n?/n?,n/n,ii,n?n?,nn,,n?n?,nn,i,GRA,N?,,,,Δρω,Δρω[---],,,,Δρω[---],,,\N,360,1245,NngNng,2,i,GRA,N?,9,96,965,35,33,26,16,10,7,5,3,2
361,361,0,1245,1,,NUL,IGN,2,i/i,n?/n?,n/n,ii,n?n?,nn,,n?n?,nn,i,GRA,N?,,,,Παυϲω...,Παυϲω[---],,,,Παυϲω[---],,,"CIL, IV, 6530: Παύσω[νος]. [DANIEL MARTIN-ARROYO]: véase CIL, IV, 9805, Παυϲων.",361,1245,NngNng,2,i,GRA,N?,9,96,965,35,33,26,16,10,7,5,3,2
362,362,0,1246,1,,NUL,IGN,2,i/i,n?/n?,n/n,ii,n?n?,nn,,n?n?,nn,i,GRA,N?,,,,Δρω,Δρω[---],,,,Δρω[---],,,\N,362,1246,NngNng,2,i,GRA,N?,9,98,984,35,33,26,16,10,7,5,3,2
363,363,0,1246,1,,NUL,IGN,2,i/i,n?/n?,n/n,ii,n?n?,nn,,n?n?,nn,i,GRA,N?,,,,Παυϲω...,Παυϲω[---],,,,Παυϲω[---],,,"CIL, IV, 6530: Παύσω[νος].",363,1246,NngNng,2,i,GRA,N?,9,98,984,35,33,26,16,10,7,5,3,2
364,364,0,1247,1,,NUL,IGN,2,i/i,n?/n?,n/n,ii,n?n?,nn,,n?n?,nn,i,GRA,N?,,,,Δρω,Δρω[---],,,,Δρω[---],,,\N,364,1247,NngNng,2,i,GRA,N?,6,616,61612,35,33,26,16,10,7,5,3,2
365,365,0,1247,1,,NUL,IGN,2,i/i,n?/n?,n/n,ii,n?n?,nn,,n?n?,nn,i,GRA,N?,,,,Παυϲω...,Παυϲω[---],,,,Παυϲω[---],,,"CIL, IV, 6530: Παύσω[νος].",365,1247,NngNng,2,i,GRA,N?,6,616,61612,35,33,26,16,10,7,5,3,2
366,366,0,1259,1,,NUL,IGN,4,i/i/n/\i,x?/x?/n/\x?,x/x/n/\x,iini,x?x?nx?,xxnx,n,x?x?nx?,xxnx,n,GRA,N,G,M,S,...λλιου Ϲεκονδου,δ / [---]λλιου Ϲεκον{ν}(δου),δ,,[---]λλιου,Ϲεκον{ν}(δου),,δ,"CIL, IV, 6542: amphora, descripta a Sogliano, fracta est et periit; ego vidi collum, in quo scriptum erat Χ.",366,1259,NngXxgXxgXxg,4,n,GRA,N,5,52,520,42,40,33,20,12,8,6,4,3
367,367,0,1259,1,,NUL,IGN,4,i/i/n/\i,x?/x?/n/\x?,x/x/n/\x,iini,x?x?nx?,xxnx,n,x?x?nx?,xxnx,i,GRA,NUM?,,,,Λ {30},Λ,,,,Λ,,,"CIL, IV, 6542: amphora, descripta a Sogliano, fracta est et periit; ego vidi collum, in quo scriptum erat Χ.",367,1259,NngXxgXxgXxg,4,i,GRA,NUM?,5,52,520,42,40,33,20,12,8,6,4,3
368,368,0,1259,1,,NUL,IGN,4,i/i/n/\i,x?/x?/n/\x?,x/x/n/\x,iini,x?x?nx?,xxnx,n,x?x?nx?,xxnx,i,GRA,NUM?,,,,ΠΗ {88},Π[Η],,,,Π[Η],,,"CIL, IV, 6542: amphora, descripta a Sogliano, fracta est et periit; ego vidi collum, in quo scriptum erat Χ.",368,1259,NngXxgXxgXxg,4,i,GRA,NUM?,5,52,520,42,40,33,20,12,8,6,4,3
369,369,0,1259,1,,NUL,RUB,4,i/i/n/\i,x?/x?/n/\x?,x/x/n/\x,iini,x?x?nx?,xxnx,n,x?x?nx?,xxnx,i,GRA,NUM?,,,,Χ {600},Χ,,,,Χ,,,"CIL, IV, 6542: amphora, descripta a Sogliano, fracta est et periit; ego vidi collum, in quo scriptum erat Χ.",369,1259,NngXxgXxgXxg,4,i,GRA,NUM?,5,52,520,42,40,33,20,12,8,6,4,3
370,370,0,1262,1,,NUL,IGN,2,i/n,x?/n,x/n,in,x?n,xn,n,x?n,xn,i,GRA,NUM?,,,,Α {1},Α,a(nnorum),,,Α,,,\N,370,1262,NngXxg,2,i,GRA,NUM?,9,96,964,37,35,28,17,10,7,5,3,2
371,371,0,1262,1,,NUL,IGN,2,i/n,x?/n,x/n,in,x?n,xn,n,x?n,xn,n,GRA,N,N,M,S,Ϲερ Καικιλίαϲ,Ϲερ(---) Καικιλιαϲ,,Ϲερ(---),Καικιλιαϲ,,,,\N,371,1262,NngXxg,2,n,GRA,N,9,96,964,37,35,28,17,10,7,5,3,2
372,372,0,1263,1,,NUL,IGN,2,i/n,i/n,i/n,in,in,in,n,n,n,i,GRA,I,,,,Κορ,Κ'ορ'(---),,,,Κορ(---),,,\N,372,1263,IigNng,2,i,GRA,I,5,52,5218,38,36,29,18,11,7,5,3,2
373,373,0,1263,1,,NUL,IGN,2,i/n,i/n,i/n,in,in,in,n,n,n,n,GRA,N,,,,Ϲερ Καικιλίαϲ,Ϲερ(---) Καικιλ[ιαϲ],,Ϲερ(---),Καικιλ[ιαϲ],,,,\N,373,1263,IigNng,2,n,GRA,N,5,52,5218,38,36,29,18,11,7,5,3,2
374,374,0,1273,1,,NUL,ALB,2,n/\i,n/\i,n/\i,ni,ni,ni,n,n,n,i,GRA,I,,,,Αθ,Αθ(---),,,,Αθ(---),,,"CIL, IV, 6551: colore vel lapide.",374,1273,IigNng,2,i,GRA,I,5,52,520,38,36,29,18,11,7,5,3,2
375,375,0,1273,1,,NUL,IGN,2,n/\i,n/\i,n/\i,ni,ni,ni,n,n,n,n,GRA,N,,,,Ϲκυρου,Ϲκυρου,,,,Ϲκυρου,,,"CIL, IV, 6551: dedi ex apographo Sogliani, qui recentiorem vidit; ego vidi Ϲκυρ... [DANIEL MARTIN-ARROYO]: en LGPN.",375,1273,IigNng,2,n,GRA,N,5,52,520,38,36,29,18,11,7,5,3,2
376,376,0,1280,1,,NUL,IGN,2,n/n,n/n,n/n,nn,nn,nn,nn,nn,nn,n,GRA,N,,M,,Ἐπιμενίδ-,Επιμενιδ(---),,,,Επιμενιδ(---),,,"CIL, IV, 6558: Ἐπιμενίδ(ου).",376,1280,NngNng,2,n,GRA,N,6,613,61316,35,33,26,16,10,7,5,3,2
377,377,0,1280,1,,NUL,IGN,2,n/n,n/n,n/n,nn,nn,nn,nn,nn,nn,n,GRA,N,Α,M,,Σωτήριον,Σωτηριον,,,,Σωτηριον,,,Ν,377,1280,NngNng,2,n,GRA,N,6,613,61316,35,33,26,16,10,7,5,3,2
378,378,0,1283,1,,NUL,ATR,2,i/i,i/i,i/i,ii,ii,ii,,,,i,GRA,I,G,M,S,τειμαρχου,τειμαρχου && τειμ[α]ρ[χου],,,,τειμαρχου,,,"CIL, IV, 6561-6565: descripsi 1873, contuli 1880. In 6564 lectio certa est. Λευκουνάριον tamen voluisse scriptorem conicias. MARANGOU-LERAT (1995) P50: CIL IV, 6562 ou 6563 ou 6564. Τείμαρ[χου]. La même inscription reproduite par la même main figure sur quatre autres AC2 du dèpôt pompéien: 33235, 29307, 33228, 32538. Le nom Τείμαρχος figure sur plusieurs AC1 ou AC3 du corpus (CIL IV, 6561-6566).",378,1283,IigIig,2,i,GRA,I,1,12,1220,40,38,31,19,11,7,5,3,2
379,379,0,1283,1,,NUL,ATR,2,i/i,i/i,i/i,ii,ii,ii,,,,i,GRA,I,,,,λευκουναρων && λευκουναριων,λευκουναρων && [λ]ευκουναριω[ν],,,,λευκουναρων,,,"CIL, IV, 6561-6565: descripsi 1873, contuli 1880. In 6564 lectio certa est. Λευκουνάριον tamen voluisse scriptorem conicias. MARANGOU-LERAT (1995) P50: CIL IV, 6562 ou 6563 ou 6564. Λευκουναρίων. La même inscription reproduite par la même main figure sur quatre autres AC2 du dèpôt pompéien: 33235, 29307, 33228, 32538. Le nom Τείμαρχος figure sur plusieurs AC1 ou AC3 du corpus (CIL IV, 6561-6566).",379,1283,IigIig,2,i,GRA,I,1,12,1220,40,38,31,19,11,7,5,3,2
380,380,0,1284,1,,NUL,ATR,2,i/i,i/i,i/i,ii,ii,ii,,,,i,GRA,I,G,M,S,τειμαρχου,τειμαρχου && τειμ[α]ρ[χου],,,,τειμαρχου,,,"CIL, IV, 6561-6565: descripsi 1873, contuli 1880. In 6564 lectio certa est. Λευκουνάριον tamen voluisse scriptorem conicias. MARANGOU-LERAT (1995) P50: CIL IV, 6562 ou 6563 ou 6564. Τείμαρ[χου]. La même inscription reproduite par la même main figure sur quatre autres AC2 du dèpôt pompéien: 33235, 29307, 33228, 32538. Le nom Τείμαρχος figure sur plusieurs AC1 ou AC3 du corpus (CIL IV, 6561-6566).",380,1284,IigIig,2,i,GRA,I,1,12,1220,40,38,31,19,11,7,5,3,2
381,381,0,1284,1,,NUL,ATR,2,i/i,i/i,i/i,ii,ii,ii,,,,i,GRA,I,,,,λευκουναρων && λευκουναριων,λευκουναρων && [λ]ευκουναριω[ν],,,,λευκουναρων,,,"CIL, IV, 6561-6565: descripsi 1873, contuli 1880. In 6564 lectio certa est. Λευκουνάριον tamen voluisse scriptorem conicias. MARANGOU-LERAT (1995) P50: CIL IV, 6562 ou 6563 ou 6564. Λευκουναρίων. La même inscription reproduite par la même main figure sur quatre autres AC2 du dèpôt pompéien: 33235, 29307, 33228, 32538. Le nom Τείμαρχος figure sur plusieurs AC1 ou AC3 du corpus (CIL IV, 6561-6566).",381,1284,IigIig,2,i,GRA,I,1,12,1220,40,38,31,19,11,7,5,3,2
382,382,0,1285,1,,NUL,ATR,2,i/i,i/i,i/i,ii,ii,ii,,,,i,GRA,I,G,M,S,τειμαρχου,τειμαρχου && τειμ[α]ρ[χου],,,,τειμαρχου,,,"CIL, IV, 6561-6565: descripsi 1873, contuli 1880. In 6564 lectio certa est. Λευκουνάριον tamen voluisse scriptorem conicias. MARANGOU-LERAT (1995) P50: CIL IV, 6562 ou 6563 ou 6564. Τείμαρ[χου]. La même inscription reproduite par la même main figure sur quatre autres AC2 du dèpôt pompéien: 33235, 29307, 33228, 32538. Le nom Τείμαρχος figure sur plusieurs AC1 ou AC3 du corpus (CIL IV, 6561-6566).",382,1285,IigIig,2,i,GRA,I,1,12,1220,40,38,31,19,11,7,5,3,2
383,383,0,1285,1,,NUL,ATR,2,i/i,i/i,i/i,ii,ii,ii,,,,i,GRA,I,,,,λευκουναριου && λευκουναριων,λευκουναριου && [λ]ευκουναριω[ν],,,,λευκουναριου,,,"CIL, IV, 6561-6565: descripsi 1873, contuli 1880. In 6564 lectio certa est. Λευκουνάριον tamen voluisse scriptorem conicias. MARANGOU-LERAT (1995) P50: CIL IV, 6562 ou 6563 ou 6564. Λευκουναρίων. La même inscription reproduite par la même main figure sur quatre autres AC2 du dèpôt pompéien: 33235, 29307, 33228, 32538. Le nom Τείμαρχος figure sur plusieurs AC1 ou AC3 du corpus (CIL IV, 6561-6566).",383,1285,IigIig,2,i,GRA,I,1,12,1220,40,38,31,19,11,7,5,3,2
384,384,0,1294,0,,NUL,IGN,1,i,i,i,i,i,i,,,,i,GRA,I,,,,τιϲψκιιιτοριιι,τιϲψκιιιτοριιι,,,,τιϲψκιιιτοριιι,,,"CIL, IV, 6572: dedi ex apographo meo, quod ut potui delineavi.",384,1294,Iig,1,i,GRA,I,6,615,61522,15,15,11,8,5,4,4,3,2
385,385,0,1297,1,,NUL,ALB,2,i//\x,i//\x,i//\x,ix,ix,ix,x,x,x,x,GRA,NUM,,,,ΠΘ {89},[Π]Θ,,,,[Π]Θ,,,"CIL, IV, 6575: ab altera parte.",385,1297,IigXxg,2,x,GRA,NUM,5,52,520,39,37,30,19,11,7,5,3,2
386,386,0,1297,1,,NUL,IGN,2,i//\x,i//\x,i//\x,ix,ix,ix,x,x,x,i,GRA,I,,,,υδω,υδω,,,,υδω,,,\N,386,1297,IigXxg,2,i,GRA,I,5,52,520,39,37,30,19,11,7,5,3,2
387,387,0,1300,0,,NUL,IGN,1,n,n,n,n,n,n,n,n,n,n,GRA,N,G,M,S,Φιδ Λάττυπου,Φ(ιδ)(---) Λαττυπ^ου,,,Φιδ(---),Λαττυπου,,,"CIL, IV, 6578: Φ. Ναττυνί(ο)υ. [DANIEL MARTIN-ARROYO]: lectura a partir de LGPN y CIL, IV, 6589.",387,1300,Nng,1,n,GRA,N,8,82,8229,13,13,9,7,5,4,4,3,2
388,388,0,1301,1,,NUL,IGN,2,n/i,n/i,n/i,ni,ni,ni,n,n,n,n,GRA,N,G,M,S,Φιδ Λάττυπου,Φ(ιδ)(---) Λαττυπου,,,Φιδ(---),Λαττυπου,,,"CIL, IV, 6579: Φ. Ναττυν(ίο)υ. [DANIEL MARTIN-ARROYO]: lectura a partir de LGPN y CIL, IV, 6589.",388,1301,IigNng,2,n,GRA,N,8,80,8015,38,36,29,18,11,7,5,3,2
389,389,0,1301,1,,NUL,IGN,2,n/i,n/i,n/i,ni,ni,ni,n,n,n,i,GRA,I,,,,ιγιγ,ιγιγ,,,,ιγιγ,,,"CIL, IV, 6579: non expedivi.",389,1301,IigNng,2,i,GRA,I,8,80,8015,38,36,29,18,11,7,5,3,2
390,390,0,1304,1,,NUL,IGN,2,i/n,x?/n,x/n,in,x?n,xn,n,x?n,xn,n,GRA,n,G,M,S,Φηλικοϲ,Φηλικοϲ,,,,Φηλικοϲ,,,\N,390,1304,NngXxg,2,n,GRA,n,6,613,61316,37,35,28,17,10,7,5,3,2
391,391,0,1304,1,,NUL,IGN,2,i/n,x?/n,x/n,in,x?n,xn,n,x?n,xn,i,GRA,NUM?,,,,ΑΛ {31} && Αλ,ΑΛ && Αλ(---),,,,ΑΛ && Αλ(---),,,\N,391,1304,NngXxg,2,i,GRA,NUM?,6,613,61316,37,35,28,17,10,7,5,3,2
392,392,0,1305,1,,NUL,IGN,3,i/n//\I,n?/n//\N?,n/n//\N,inI,n?nN?,nnN,n,n?nN?,nnN,n,GRA,N,G,M,S,Φηλικοϲ,Φηλικοϲ,,,,Φηλικοϲ,,,\N,392,1305,NNlNngNng,3,n,GRA,N,6,614,61438,69,67,58,35,20,13,9,5,4
393,393,0,1305,1,,NUL,GIL,3,i/n//\I,n?/n//\N?,n/n//\N,inI,n?nN?,nnN,n,n?nN?,nnN,I,LAT,N?,,,,C. A. R.,C. [A.] R.,,C.,[A.],R.,,,"CIL, IV, 6583: ab altera parte, lapide gilvo.",393,1305,NNlNngNng,3,I,LAT,N?,6,614,61438,69,67,58,35,20,13,9,5,4
394,394,0,1305,1,,NUL,IGN,3,i/n//\I,n?/n//\N?,n/n//\N,inI,n?nN?,nnN,n,n?nN?,nnN,i,GRA,N?,,,,Κο,Κο(---),,,,Κο(---),,,\N,394,1305,NNlNngNng,3,i,GRA,N?,6,614,61438,69,67,58,35,20,13,9,5,4
395,395,0,1306,1,,NUL,IGN,3,i/n//\I,n?/n//\N?,n/n//\N,inI,n?nN?,nnN,n,n?nN?,nnN,n,GRA,N,G,M,S,Φηλικοϲ,Φηλικοϲ,,,,φηλικοϲ,,,\N,395,1306,NNlNngNng,3,n,GRA,N,6,614,61438,69,67,58,35,20,13,9,5,4
396,396,0,1306,1,,NUL,GIL,3,i/n//\I,n?/n//\N?,n/n//\N,inI,n?nN?,nnN,n,n?nN?,nnN,I,LAT,N?,,,,C. A. R.,C. [A.] R.,,C.,[A.],R.,,,"CIL, IV, 6584: ab altera parte, lapide gilvo.",396,1306,NNlNngNng,3,I,LAT,N?,6,614,61438,69,67,58,35,20,13,9,5,4
397,397,0,1306,1,,NUL,IGN,3,i/n//\I,n?/n//\N?,n/n//\N,inI,n?nN?,nnN,n,n?nN?,nnN,i,GRA,N?,,,,Μ {40} && Μ.,Μ && Μ.,,,,Μ && Μ.,,,\N,397,1306,NNlNngNng,3,i,GRA,N?,6,614,61438,69,67,58,35,20,13,9,5,4
398,398,0,1307,1,,NUL,IGN,3,i/n//\I,n?/n//\N?,n/n//\N,inI,n?nN?,nnN,n,n?nN?,nnN,n,GRA,N,G,M,S,Φηλικοϲ,Φηλικοϲ,,,,Φηλικοϲ,,,\N,398,1307,NNlNngNng,3,n,GRA,N,6,614,61438,69,67,58,35,20,13,9,5,4
399,399,0,1307,1,,NUL,GIL,3,i/n//\I,n?/n//\N?,n/n//\N,inI,n?nN?,nnN,n,n?nN?,nnN,I,LAT,N?,,,,C. A. R.,C. [A.] R.,,C.,[A.],R.,,,"CIL, IV, 6584: ab altera parte, lapide gilvo.",399,1307,NNlNngNng,3,I,LAT,N?,6,614,61438,69,67,58,35,20,13,9,5,4
400,400,0,1307,1,,NUL,IGN,3,i/n//\I,n?/n//\N?,n/n//\N,inI,n?nN?,nnN,n,n?nN?,nnN,i,GRA,N?,,,,Μ {40} && Μ.,Μ && Μ.,,,,Μ && Μ.,,,\N,400,1307,NNlNngNng,3,i,GRA,N?,6,614,61438,69,67,58,35,20,13,9,5,4
401,401,0,1308,1,,NUL,IGN,3,i/n//\I,n?/n//\N?,n/n//\N,inI,n?nN?,nnN,n,n?nN?,nnN,n,GRA,N,G,M,S,Φηλικοϲ,Φηλικοϲ,,,,φηλικοϲ,,,\N,401,1308,NNlNngNng,3,n,GRA,N,6,614,61438,69,67,58,35,20,13,9,5,4
402,402,0,1308,1,,NUL,GIL,3,i/n//\I,n?/n//\N?,n/n//\N,inI,n?nN?,nnN,n,n?nN?,nnN,I,LAT,N?,,,,C. A. R.,C. [A.] R.,,C.,[A.],R.,,,"CIL, IV, 6584: ab altera parte, lapide gilvo.",402,1308,NNlNngNng,3,I,LAT,N?,6,614,61438,69,67,58,35,20,13,9,5,4
403,403,0,1308,1,,NUL,IGN,3,i/n//\I,n?/n//\N?,n/n//\N,inI,n?nN?,nnN,n,n?nN?,nnN,i,GRA,N?,,,,Μ {40} && Μ.,Μ && Μ.,,,,Μ && Μ.,,,\N,403,1308,NNlNngNng,3,i,GRA,N?,6,614,61438,69,67,58,35,20,13,9,5,4
404,404,0,1309,1,,NUL,IGN,2,i/i,x?/i,x/i,ii,x?i,xi,,x?,x,i,GRA,NUM?,,,,ΜΥ {440} && Μυ,ΜΥ && Μυ(---),,,,ΜΥ && Μυ(---),,,\N,404,1309,IigXxg,2,i,GRA,NUM?,6,614,61438,39,37,30,19,11,7,5,3,2
405,405,0,1309,1,,NUL,IGN,2,i/i,x?/i,x/i,ii,x?i,xi,,x?,x,i,GRA,I,,,,Φηνυκοϲ,φηνυκοϲ,,,,φηνυκοϲ,,,"CIL, IV, 6585-6587: Φήνυκος imperite pro Φήλικος scriptum.",405,1309,IigXxg,2,i,GRA,I,6,614,61438,39,37,30,19,11,7,5,3,2
406,406,0,1310,1,,NUL,GIL,3,i/i/\I,n?/n?/\N?,n/n/\N,iiI,n?n?N?,nnN,,n?n?N?,nnN,I,LAT,N?,,,,C. A. R.,C. [A.] R.,,C.,[A.],R.,,,"CIL, IV, 6586: lapide gilvo.",406,1310,NNlNngNng,3,I,LAT,N?,6,614,61438,69,67,58,35,20,13,9,5,4
407,407,0,1310,1,,NUL,IGN,3,i/i/\I,n?/n?/\N?,n/n/\N,iiI,n?n?N?,nnN,,n?n?N?,nnN,i,GRA,N?,,,,νϲυ,νϲυ,,,,νϲυ,,,\N,407,1310,NNlNngNng,3,i,GRA,N?,6,614,61438,69,67,58,35,20,13,9,5,4
408,408,0,1310,1,,NUL,IGN,3,i/i/\I,n?/n?/\N?,n/n/\N,iiI,n?n?N?,nnN,,n?n?N?,nnN,i,GRA,N?,,,,φηνυκοϲ,φηνυκοϲ,,,,φηνυκοϲ,,,"CIL, IV, 6585-6587: Φήνυκος imperite pro Φήλικος scriptum.",408,1310,NNlNngNng,3,i,GRA,N?,6,614,61438,69,67,58,35,20,13,9,5,4
409,409,0,1311,1,,NUL,GIL,3,i/i/\I,n?/n?/\N?,n/n/\N,iiI,n?n?N?,nnN,,n?n?N?,nnN,I,LAT,N?,,,,C. A. R.,C. [A.] R.,,C.,[A.],R.,,,"CIL, IV, 6586: lapide gilvo.",409,1311,NNlNngNng,3,I,LAT,N?,6,614,61438,69,67,58,35,20,13,9,5,4
410,410,0,1311,1,,NUL,IGN,3,i/i/\I,n?/n?/\N?,n/n/\N,iiI,n?n?N?,nnN,,n?n?N?,nnN,i,GRA,N?,,,,νϲυ,νϲυ,,,,νϲυ,,,\N,410,1311,NNlNngNng,3,i,GRA,N?,6,614,61438,69,67,58,35,20,13,9,5,4
411,411,0,1311,1,,NUL,IGN,3,i/i/\I,n?/n?/\N?,n/n/\N,iiI,n?n?N?,nnN,,n?n?N?,nnN,i,GRA,N?,,,,φηνυκοϲ,φηνυκοϲ,,,,φηνυκοϲ,,,"CIL, IV, 6585-6587: Φήνυκος imperite pro Φήλικος scriptum.",411,1311,NNlNngNng,3,i,GRA,N?,6,614,61438,69,67,58,35,20,13,9,5,4
412,412,0,1312,1,,NUL,IGN,2,i/i,x?/i,x/i,ii,x?i,xi,,x?,x,i,GRA,NUM?,,,,ΝΥ {450} && Νυ,ΝΥ && Νυ(---),,,,ΝΥ && Νυ(---),,,\N,412,1312,IigXxg,2,i,GRA,NUM?,6,614,61438,39,37,30,19,11,7,5,3,2
413,413,0,1312,1,,NUL,IGN,2,i/i,x?/i,x/i,ii,x?i,xi,,x?,x,i,GRA,I,,,,φηνυκοϲ,φηνυκοϲ,,,,φηνυκοϲ,,,"CIL, IV, 6585-6587: Φήνυκος imperite pro Φήλικος scriptum.",413,1312,IigXxg,2,i,GRA,I,6,614,61438,39,37,30,19,11,7,5,3,2
414,414,0,1315,1,,NUL,RUB,2,n/\i,n/\x?,n/\x,ni,nx?,nx,n,nx?,nx,i,GRA,NUM?,,,,Α {1},Α,a(nnorum),,,Α,,,"CIL, IV, 6589: inferius, lapide rubro.",414,1315,NngXxg,2,i,GRA,NUM?,9,98,986,37,35,28,17,10,7,5,3,2
415,415,0,1315,1,,NUL,IGN,2,n/\i,n/\x?,n/\x,ni,nx?,nx,n,nx?,nx,n,GRA,N,G,M,S,Φιδ Λάττυπου,Φιδ(---) Λαττυπ^ου,,,Φιδ(---),Λαττυπου,,,"CIL, IV, 6589: Φιδ. Λυκούργου?",415,1315,NngXxg,2,n,GRA,N,9,98,986,37,35,28,17,10,7,5,3,2
416,416,0,1316,0,,NUL,IGN,1,i,n?,n,i,n?,n,,n?,n,i,GRA,N?,,,,Φιλα...,Φιλα[---],,,,Φιλα[---],,,"CIL, IV, 6590: descripsi 1874.",416,1316,Nng,1,i,GRA,N?,0,00,000,13,13,9,7,5,4,4,3,2
417,417,0,1317,1,,NUL,IGN,4,n/I/i&i,n/I/n?&x?,n/I/n&x,nIii,nIn?x?,nInx,n,nn?x?,nnx,i,GRA,NUM?,,,,Α {1},Α,a(nnorum),,,Α,,,\N,417,1317,IIlNngNngXxg,4,i,GRA,NUM?,9,99,990,47,45,38,24,15,9,6,4,3
418,418,0,1317,1,,NUL,IGN,4,n/I/i&i,n/I/n?&x?,n/I/n&x,nIii,nIn?x?,nInx,n,nn?x?,nnx,n,GRA,N,G,M,S,Φιλάμπελου,Φιλαμπελου,,,,Φιλαμπελου,,,\N,418,1317,IIlNngNngXxg,4,n,GRA,N,9,99,990,47,45,38,24,15,9,6,4,3
419,419,0,1317,1,,NUL,IGN,4,n/I/i&i,n/I/n?&x?,n/I/n&x,nIii,nIn?x?,nInx,n,nn?x?,nnx,I,LAT,I,,,,lu,lu,,,,lu,,,"CIL, IV, 6591: ΘΕ/Ω Mitth. Sogl., et fortasse sic voluit; sed scriptum est LV.",419,1317,IIlNngNngXxg,4,I,LAT,I,9,99,990,47,45,38,24,15,9,6,4,3
420,420,0,1317,1,,NUL,IGN,4,n/I/i&i,n/I/n?&x?,n/I/n&x,nIii,nIn?x?,nInx,n,nn?x?,nnx,i,GRA,N?,,,,Θε && Θεω,Θε(---) && Θε / ω(---),,,,Θε(---) && Θε / ω(---),,,"CIL, IV, 6591: ΘΕ/Ω Mitth. Sogl., et fortasse sic voluit; sed scriptum est LV.",420,1317,IIlNngNngXxg,4,i,GRA,N?,9,99,990,47,45,38,24,15,9,6,4,3
421,421,0,1319,0,,NUL,IGN,1,i,i,i,i,i,i,,,,i,GRA,I,,,,χιμηπ...υ πι ιλϲ...,χιμηπ[---]υ πι ιλϲ[---],,,,χιμηπ[---]υ πι ιλϲ[---],,,"CIL, IV, 6593: admodum evanida. Φιλίππου....?",421,1319,Iig,1,i,GRA,I,5,52,520,15,15,11,8,5,4,4,3,2
422,422,0,1330,1,,NUL,ATR,2,i/i,x?/i,x/i,ii,x?i,xi,,x?,x,i,GRA,NUM?,,,,ΓΛ {33},ΓΛ {33},,,,ΓΛ {33},,,"CIL, IV, 2624: graeca esse videntur.",422,1330,IigXxg,2,i,GRA,NUM?,0,00,000,39,37,30,19,11,7,5,3,2
423,423,0,1330,1,,NUL,ATR,2,i/i,x?/i,x/i,ii,x?i,xi,,x?,x,i,GRA,I,,,,λμν λςτ,λμν λςτ,,,,λμν λςτ,,,"CIL, IV, 2624: cfr. ad n. 2569.",423,1330,IigXxg,2,i,GRA,I,0,00,000,39,37,30,19,11,7,5,3,2
424,424,0,1332,0,,NUL,RUB,1,N,N,N,N,N,N,N,N,N,N,LAT,N,D,M,S,T. Papinio Probo,T. · Papinio / Probo,,T. ·,Papinio,Probo,,,\N,424,1332,NNl,1,N,LAT,N,0,00,000,16,16,12,9,6,4,4,3,2
425,425,0,1333,1,,NUL,RUB,3,N/\i/I,N/\n?/I,N/\n/I,NiI,Nn?I,NnI,N,Nn?,Nn,N,LAT,N,,M,,C. V. Fre.,C. · V. · Fre.,,C. ·,V. ·,C. · V. · Fre.,,,"CIL, IV, 2671-2677: qui secutur septem tituli amphorarum, ad eundem omnes C. Vettium Frequentem spectare videtur et propterea hic collecti proponuntur.",425,1333,IIlNNlNng,3,N,LAT,N,0,00,000,70,68,59,36,21,14,10,6,5
